"ahe","year","bachelor","female","age"
17.1428565979004,2008,"no","no",29
12.1457490921021,2008,"no","no",30
23.2179489135742,2008,"yes","yes",31
17.980770111084,2008,"yes","no",30
17.0673084259033,2008,"yes","yes",25
40.8653831481934,2008,"yes","yes",32
9.13461494445801,2008,"no","no",26
28.8461532592773,2008,"yes","no",31
24.0384616851807,2008,"yes","yes",26
9.61538505554199,2008,"yes","no",27
33.6538467407227,2008,"yes","no",31
31.25,2008,"yes","yes",27
13.3547010421753,2008,"no","no",34
5.76923084259033,2008,"no","no",28
9.34065914154053,2008,"no","yes",34
23.0769233703613,2008,"yes","no",33
24.0384616851807,2008,"yes","yes",27
9.567307472229,2008,"no","yes",30
27.884614944458,2008,"yes","no",31
38.461540222168,2008,"yes","no",30
18.75,2008,"no","yes",29
5.76923084259033,2008,"no","yes",33
19.230770111084,2008,"yes","yes",29
15.865385055542,2008,"no","no",26
18.0288467407227,2008,"yes","no",28
20.8333339691162,2008,"yes","no",28
14.8351650238037,2008,"no","no",33
15.865385055542,2008,"yes","yes",27
24.0384616851807,2008,"yes","yes",33
14.9572649002075,2008,"no","no",29
12.0192308425903,2008,"no","no",28
12.9807691574097,2008,"yes","yes",27
40.8653831481934,2008,"yes","yes",31
5.76923084259033,2008,"no","yes",25
48.0769233703613,2008,"no","yes",31
9.61538505554199,2008,"no","no",28
8.62068939208984,2008,"no","yes",28
15.3048076629639,2008,"no","no",32
22.5,2008,"no","no",28
26.7094020843506,2008,"yes","yes",31
13.1879119873047,2008,"no","yes",34
7.21153831481934,2008,"no","no",30
36.538459777832,2008,"yes","no",32
4.807692527771,2008,"no","no",34
6.00961542129517,2008,"no","yes",26
31.25,2008,"yes","yes",33
7.692307472229,2008,"no","yes",30
9,2008,"no","yes",34
21.634614944458,2008,"yes","no",30
22.115385055542,2008,"yes","yes",32
26.4423084259033,2008,"yes","no",31
24.0384616851807,2008,"no","no",33
24.0384616851807,2008,"no","yes",34
11.7788457870483,2008,"no","yes",32
10.5769233703613,2008,"no","no",27
11.5388460159302,2008,"no","no",25
12.5,2008,"no","no",32
19.7115383148193,2008,"yes","no",25
24.519229888916,2008,"yes","yes",26
31.2509613037109,2008,"yes","no",26
9.13461494445801,2008,"no","yes",25
17.980770111084,2008,"yes","no",33
8.31600856781006,2008,"no","yes",26
18.0288467407227,2008,"no","no",26
18.0288467407227,2008,"no","no",26
7.64423084259033,2008,"no","no",33
5.76923084259033,2008,"no","yes",28
16.1538467407227,2008,"no","no",33
25.1068382263184,2008,"yes","no",29
30.411449432373,2008,"yes","yes",34
15,2008,"no","no",26
9.13461494445801,2008,"no","yes",25
26.62721824646,2008,"yes","no",30
24.0384616851807,2008,"yes","yes",28
34.6153831481934,2008,"yes","no",29
27.884614944458,2008,"yes","no",32
14.4230766296387,2008,"no","no",26
11.6000003814697,2008,"no","no",27
17.1875,2008,"yes","yes",34
23.0769233703613,2008,"yes","no",32
16.0256404876709,2008,"yes","no",30
9.61538505554199,2008,"yes","yes",26
6.73076915740967,2008,"no","no",32
12.5,2008,"yes","yes",28
12.5,2008,"no","yes",25
19.230770111084,2008,"no","no",28
8.65384578704834,2008,"no","no",28
16.9798069000244,2008,"yes","yes",28
17.7884616851807,2008,"yes","yes",26
28.8461532592773,2008,"no","no",31
19.230770111084,2008,"no","no",33
7.59109306335449,2008,"no","yes",33
12.9807691574097,2008,"yes","yes",25
12.9807691574097,2008,"yes","yes",30
29.8076915740967,2008,"no","yes",34
23.0769233703613,2008,"no","no",33
15.7024040222168,2008,"no","yes",26
21.9780216217041,2008,"no","no",26
33.1730766296387,2008,"yes","no",29
9,2008,"no","no",33
16.8269233703613,2008,"no","no",30
35.2564086914062,2008,"no","no",30
28.8461532592773,2008,"yes","no",30
13.4615383148193,2008,"no","yes",30
12.5,2008,"yes","no",31
17.8571434020996,2008,"no","no",26
17.9487171173096,2008,"no","no",27
11.5384616851807,2008,"no","no",32
12.0192308425903,2008,"yes","yes",32
12.8205127716064,2008,"no","yes",27
12.5,2008,"yes","yes",26
33.6538467407227,2008,"yes","yes",30
45.6730766296387,2008,"yes","no",27
21.634614944458,2008,"no","no",26
39.711540222168,2008,"no","no",33
29.0598297119141,2008,"yes","no",28
7.47863245010376,2008,"no","yes",30
11.7708330154419,2008,"no","no",29
10.0961542129517,2008,"no","yes",28
12.0192308425903,2008,"no","yes",29
18.75,2008,"yes","yes",34
40.5982894897461,2008,"no","no",33
20.3296699523926,2008,"yes","yes",34
14.4230766296387,2008,"no","yes",33
8.65384578704834,2008,"no","yes",34
13.3333330154419,2008,"yes","no",27
16.8269233703613,2008,"yes","yes",33
11.057692527771,2008,"no","yes",33
14.4230766296387,2008,"no","yes",33
22.5961532592773,2008,"no","no",32
16.2393169403076,2008,"no","no",26
14.529914855957,2008,"yes","no",25
11.5384616851807,2008,"no","yes",29
20.1923084259033,2008,"yes","yes",29
9.2261905670166,2008,"no","no",34
23.5042743682861,2008,"yes","yes",34
19.230770111084,2008,"no","no",30
28.8461532592773,2008,"yes","no",29
16.8269233703613,2008,"no","no",30
14.4230766296387,2008,"no","yes",28
26.4957256317139,2008,"no","no",30
17.5213680267334,2008,"yes","no",30
23.4134616851807,2008,"yes","yes",33
28.8461532592773,2008,"no","no",33
14.4230766296387,2008,"yes","yes",32
6.25,2008,"no","no",28
12.0192308425903,2008,"no","yes",29
13.942307472229,2008,"no","no",26
10.0961542129517,2008,"yes","yes",27
13.8888893127441,2008,"no","yes",31
10.4395608901978,2008,"no","no",28
16.8269233703613,2008,"yes","yes",28
11.5384616851807,2008,"no","no",26
22.3613586425781,2008,"no","no",28
10.5769233703613,2008,"no","no",28
17.3076915740967,2008,"no","no",27
14.4230766296387,2008,"no","yes",26
14.4230766296387,2008,"yes","yes",27
26.4423084259033,2008,"yes","no",34
15.6593408584595,2008,"yes","yes",32
15.384614944458,2008,"yes","yes",28
9.61538505554199,2008,"no","yes",34
12.0192308425903,2008,"no","no",25
15.384614944458,2008,"yes","no",32
13.8461542129517,2008,"yes","no",26
13.9860143661499,2008,"no","no",30
11.0769233703613,2008,"yes","no",26
26.1437911987305,2008,"yes","yes",25
25.6410255432129,2008,"yes","no",25
18.269229888916,2008,"yes","yes",32
24.0384616851807,2008,"yes","no",25
11.5384616851807,2008,"no","no",26
16.384614944458,2008,"no","no",26
16.2259616851807,2008,"yes","no",25
25.480770111084,2008,"yes","no",25
18.269229888916,2008,"no","yes",25
32.0512809753418,2008,"yes","yes",33
29.761905670166,2008,"yes","no",31
26.9230766296387,2008,"yes","no",33
22.2222213745117,2008,"yes","yes",32
8.7606840133667,2008,"no","no",30
15.384614944458,2008,"yes","no",29
14.529914855957,2008,"yes","yes",30
13.8461542129517,2008,"no","no",34
15.384614944458,2008,"no","no",28
15.6529512405396,2008,"no","no",33
13.2211542129517,2008,"no","no",29
13.8461542129517,2008,"no","no",31
11.2244901657104,2008,"no","yes",31
18.269229888916,2008,"yes","yes",34
8.24175834655762,2008,"no","yes",27
15.1442308425903,2008,"no","yes",26
7.72027969360352,2008,"no","no",32
18.269229888916,2008,"yes","yes",27
12.6518220901489,2008,"yes","yes",32
18.2186241149902,2008,"no","no",32
16.3461532592773,2008,"yes","no",33
22.5961532592773,2008,"yes","yes",34
16.0256404876709,2008,"yes","no",30
23.0769233703613,2008,"yes","no",30
23.0769233703613,2008,"yes","yes",28
12.0192308425903,2008,"yes","yes",25
23.5042743682861,2008,"yes","no",28
34.1880340576172,2008,"yes","no",28
26.2237758636475,2008,"yes","no",25
35.0427360534668,2008,"no","no",30
16.8269233703613,2008,"yes","no",26
33.894229888916,2008,"yes","no",26
17.3076915740967,2008,"no","no",34
21.634614944458,2008,"no","no",27
7.37179470062256,2008,"no","no",30
41.6666679382324,2008,"yes","no",32
12.9807691574097,2008,"no","yes",28
4.567307472229,2008,"no","no",29
24.0384616851807,2008,"no","no",28
20.384614944458,2008,"yes","yes",31
42.3951034545898,2008,"yes","no",31
14.9038457870483,2008,"yes","yes",32
15.384614944458,2008,"no","no",27
10.7692308425903,2008,"yes","yes",28
9.13461494445801,2008,"no","no",28
14.4230766296387,2008,"no","no",25
20.9790210723877,2008,"yes","no",31
15.384614944458,2008,"yes","yes",27
13.4615383148193,2008,"yes","no",30
15,2008,"yes","yes",29
7.692307472229,2008,"yes","yes",26
14.4230766296387,2008,"no","no",27
11.5384616851807,2008,"no","yes",25
21.9230766296387,2008,"yes","no",32
32.6923065185547,2008,"yes","yes",32
42.3076934814453,2008,"yes","no",34
16.5865383148193,2008,"yes","yes",31
12.5,2008,"no","yes",33
14.4235572814941,2008,"no","no",33
22.115385055542,2008,"no","yes",31
19.697114944458,2008,"yes","yes",28
16.2245006561279,2008,"no","no",33
4.00641012191772,2008,"no","no",31
11.5384616851807,2008,"no","yes",32
7.14285707473755,2008,"no","no",31
12.5009613037109,2008,"no","no",26
12.0192308425903,2008,"no","yes",33
19.230770111084,2008,"yes","yes",33
45.6730766296387,2008,"yes","no",34
11.9791669845581,2008,"no","no",32
8.17307662963867,2008,"no","yes",25
15.625,2008,"no","no",29
24.0384616851807,2008,"yes","yes",33
16.0256404876709,2008,"yes","no",33
16.8269233703613,2008,"yes","yes",28
13.9860143661499,2008,"no","no",31
12.8205127716064,2008,"no","yes",33
15.384614944458,2008,"no","yes",26
16.3461532592773,2008,"no","yes",32
11.943320274353,2008,"no","yes",25
26.4423084259033,2008,"yes","no",29
11.5384616851807,2008,"no","yes",28
15.384614944458,2008,"yes","yes",31
26.2237758636475,2008,"no","no",29
8.24175834655762,2008,"no","yes",26
24.0384616851807,2008,"yes","no",32
21.6783218383789,2008,"yes","no",31
14.615385055542,2008,"yes","no",29
16.6666660308838,2008,"no","no",26
14.4230766296387,2008,"no","no",29
20.6730766296387,2008,"no","yes",34
34.9650344848633,2008,"no","no",30
15.865385055542,2008,"no","yes",27
6.66666650772095,2008,"no","no",32
21.634614944458,2008,"no","no",31
33.5664329528809,2008,"yes","yes",34
4.00641012191772,2008,"yes","yes",33
7.5,2008,"no","yes",25
7.5,2008,"no","no",31
22.2222213745117,2008,"yes","yes",30
16.8269233703613,2008,"no","no",28
11.5384616851807,2008,"no","yes",33
12.7450981140137,2008,"no","no",26
41.0256423950195,2008,"no","no",25
11.057692527771,2008,"no","yes",32
9.61538505554199,2008,"no","no",34
9.61538505554199,2008,"yes","yes",33
16.8269233703613,2008,"yes","yes",31
34.230770111084,2008,"yes","no",33
11.5384616851807,2008,"no","no",34
2.74725270271301,2008,"no","yes",30
19.230770111084,2008,"no","no",27
8.60323905944824,2008,"no","no",31
8.86153888702393,2008,"no","yes",27
21.1538467407227,2008,"no","no",29
8.24175834655762,2008,"no","yes",30
17.0940170288086,2008,"no","no",29
11.5394229888916,2008,"no","no",29
8.5470085144043,2008,"no","no",28
3.8461537361145,2008,"no","yes",25
15,2008,"no","no",32
20.1923084259033,2008,"yes","no",33
26.2019233703613,2008,"yes","yes",33
19.9631862640381,2008,"yes","no",30
3.8461537361145,2008,"yes","yes",26
4.807692527771,2008,"yes","no",27
6.92708349227905,2008,"no","yes",28
9.57541656494141,2008,"yes","no",34
11.057692527771,2008,"no","no",27
17.7884616851807,2008,"no","no",25
14.4230766296387,2008,"yes","no",26
16.8269233703613,2008,"yes","yes",27
6.60923099517822,2008,"no","yes",29
12.8205127716064,2008,"yes","no",26
10.0947113037109,2008,"yes","no",27
11.5384616851807,2008,"no","yes",26
9.61538505554199,2008,"no","yes",26
18.269229888916,2008,"yes","yes",28
5.76923084259033,2008,"no","yes",27
18.8034191131592,2008,"yes","yes",30
18.269229888916,2008,"no","no",33
12.9807691574097,2008,"yes","yes",28
20.384614944458,2008,"yes","no",30
4.807692527771,2008,"no","no",34
6.37254905700684,2008,"yes","no",26
6.37254905700684,2008,"yes","no",30
29.914529800415,2008,"yes","yes",34
25,2008,"yes","no",28
9.61538505554199,2008,"yes","yes",30
25.6410255432129,2008,"yes","no",32
11.5384616851807,2008,"no","no",34
21.634614944458,2008,"yes","yes",34
10.5769233703613,2008,"no","yes",28
27.884614944458,2008,"no","no",25
36.2980766296387,2008,"yes","no",28
23.4375,2008,"yes","yes",34
9.58589744567871,2008,"yes","yes",31
30.769229888916,2008,"yes","no",31
46.9230766296387,2008,"yes","no",32
25.480770111084,2008,"no","no",30
17.7884616851807,2008,"yes","yes",25
10.1398601531982,2008,"yes","no",25
13.4615383148193,2008,"yes","no",26
23.5576915740967,2008,"yes","no",26
24.0384616851807,2008,"yes","no",25
52.8846168518066,2008,"yes","no",30
17.3076915740967,2008,"yes","yes",30
19.230770111084,2008,"yes","yes",33
31.25,2008,"yes","yes",33
43.269229888916,2008,"yes","yes",28
17.3076915740967,2008,"yes","yes",26
19.230770111084,2008,"yes","no",34
4.807692527771,2008,"no","yes",30
7.21153831481934,2008,"yes","yes",30
34.1880340576172,2008,"yes","no",28
38.461540222168,2008,"yes","yes",32
14.2611331939697,2008,"yes","no",26
29.8076915740967,2008,"yes","no",28
4.61538457870483,2008,"no","yes",26
16.1923084259033,2008,"yes","yes",29
26.4423084259033,2008,"yes","no",30
24.615385055542,2008,"yes","no",34
16.4835166931152,2008,"no","yes",32
15.2859964370728,2008,"yes","no",34
13.4615383148193,2008,"yes","no",26
9.61538505554199,2008,"yes","no",30
19.230770111084,2008,"yes","no",32
21.9780216217041,2008,"yes","no",33
20.6730766296387,2008,"yes","no",31
16.8269233703613,2008,"no","no",31
21.1538467407227,2008,"yes","yes",28
10.2857141494751,2008,"yes","yes",25
18.75,2008,"yes","yes",26
21.1538467407227,2008,"yes","yes",33
12.5,2008,"no","yes",26
21.1538467407227,2008,"yes","yes",27
26.4957256317139,2008,"yes","no",25
33.1730766296387,2008,"yes","yes",34
26.4423084259033,2008,"yes","yes",32
15,2008,"yes","no",26
6.53846168518066,2008,"no","yes",29
15.625,2008,"yes","no",28
13.4615383148193,2008,"no","yes",28
17.6620197296143,2008,"yes","yes",32
13.9860143661499,2008,"no","no",29
18.269229888916,2008,"no","yes",29
36.7788467407227,2008,"yes","yes",34
12.0201921463013,2008,"yes","no",30
20.1923084259033,2008,"yes","yes",26
24.0384616851807,2008,"yes","no",25
24.0384616851807,2008,"yes","yes",25
10.5769233703613,2008,"yes","no",25
19.230770111084,2008,"yes","yes",25
8.25,2008,"no","yes",29
27.7786331176758,2008,"yes","no",33
9.807692527771,2008,"no","yes",29
11.057692527771,2008,"no","no",32
15.384614944458,2008,"yes","yes",26
17.0940170288086,2008,"yes","yes",28
9.09090900421143,2008,"no","yes",26
26.4423084259033,2008,"yes","yes",32
40.8653831481934,2008,"yes","no",30
30.6776561737061,2008,"yes","no",28
16.0256404876709,2008,"no","no",26
15,2008,"no","yes",29
34.6153831481934,2008,"yes","no",31
13.8461542129517,2008,"yes","yes",31
25,2008,"yes","yes",26
28.2051277160645,2008,"yes","no",26
18.269229888916,2008,"no","yes",31
19.230770111084,2008,"yes","no",31
23.0769233703613,2008,"yes","yes",29
16.0256404876709,2008,"yes","no",30
14.1700401306152,2008,"no","no",25
38.461540222168,2008,"yes","no",34
12.9120874404907,2008,"no","yes",27
37.5,2008,"yes","no",33
13.8461542129517,2008,"no","yes",32
25,2008,"yes","yes",25
12.0192308425903,2008,"yes","no",26
16.3461532592773,2008,"no","no",31
8.65384578704834,2008,"no","yes",31
13.7362632751465,2008,"no","no",30
7.692307472229,2008,"yes","no",30
34.6153831481934,2008,"yes","yes",31
16.8269233703613,2008,"no","yes",29
19.7115383148193,2008,"yes","no",31
21.1538467407227,2008,"no","no",33
36.632209777832,2008,"yes","no",32
13.8778848648071,2008,"yes","yes",26
19.230770111084,2008,"yes","no",27
19.230770111084,2008,"yes","no",29
19.230770111084,2008,"no","yes",34
19.7115383148193,2008,"yes","yes",26
19.7115383148193,2008,"yes","yes",27
21.634614944458,2008,"no","no",33
16.8269233703613,2008,"yes","yes",31
16.8269233703613,2008,"no","yes",27
15.384614944458,2008,"yes","no",34
34.6153831481934,2008,"yes","no",32
38.461540222168,2008,"yes","yes",31
45.6730766296387,2008,"yes","no",33
14.4230766296387,2008,"yes","yes",28
32.9059829711914,2008,"yes","no",31
19.230770111084,2008,"yes","no",34
15,2008,"no","yes",28
17.3076915740967,2008,"yes","yes",30
21.2550601959229,2008,"yes","yes",30
17.8899822235107,2008,"no","yes",31
44.230770111084,2008,"yes","no",29
15.384614944458,2008,"yes","yes",31
12.8210258483887,2008,"no","no",25
9.61602592468262,2008,"yes","yes",31
25.0019226074219,2008,"no","no",25
25,2008,"yes","yes",30
31.7094020843506,2008,"yes","no",34
40.8653831481934,2008,"yes","no",30
19.230770111084,2008,"yes","no",29
14.4230766296387,2008,"no","yes",29
30.364372253418,2008,"yes","yes",28
18.269229888916,2008,"no","no",30
28.8461532592773,2008,"no","no",32
12.0192308425903,2008,"no","yes",34
24.0384616851807,2008,"no","no",33
11.2244901657104,2008,"no","no",32
19.230770111084,2008,"yes","yes",29
14.4230766296387,2008,"no","no",28
16.8269233703613,2008,"no","no",34
23.0769233703613,2008,"yes","yes",31
8.65384578704834,2008,"no","no",31
2.29264712333679,2008,"no","no",30
28.6458339691162,2008,"yes","no",33
26.4423084259033,2008,"yes","yes",32
18.75,2008,"no","no",34
12.1499996185303,2008,"no","yes",34
16.0256404876709,2008,"no","no",26
13.4615383148193,2008,"no","yes",26
14.4230766296387,2008,"no","no",29
4.807692527771,2008,"yes","yes",31
13.0769233703613,2008,"no","no",29
11.057692527771,2008,"no","no",30
9.61538505554199,2008,"no","yes",25
14.4230766296387,2008,"no","no",25
13.4615383148193,2008,"no","no",27
16.8269233703613,2008,"yes","yes",33
19.230770111084,2008,"no","no",33
19.230770111084,2008,"yes","yes",31
15.865385055542,2008,"no","no",29
8.17307662963867,2008,"no","yes",29
17.3076915740967,2008,"no","no",28
15.0379810333252,2008,"no","no",28
9.61538505554199,2008,"no","yes",34
22.5,2008,"yes","yes",32
18.75,2008,"no","no",31
20.9401702880859,2008,"no","no",32
21.634614944458,2008,"yes","yes",27
14.4230766296387,2008,"no","no",32
15.865385055542,2008,"yes","yes",26
4.99260377883911,2008,"yes","no",32
33.9067306518555,2008,"yes","no",30
34.1880340576172,2008,"yes","no",30
32.0512809753418,2008,"yes","no",31
43.269229888916,2008,"yes","yes",29
18.5904769897461,2008,"no","no",27
12.0192308425903,2008,"no","yes",33
36.0576934814453,2008,"yes","no",34
20.9895839691162,2008,"no","yes",33
42.3076934814453,2008,"yes","no",30
34.2657356262207,2008,"yes","no",31
15.865385055542,2008,"yes","no",27
16.3461532592773,2008,"yes","yes",28
26.4423084259033,2008,"no","no",33
13.4615383148193,2008,"no","yes",29
28.8461532592773,2008,"yes","yes",33
9.61538505554199,2008,"no","yes",33
7.21153831481934,2008,"no","yes",26
19.230770111084,2008,"yes","yes",27
26.4423084259033,2008,"yes","yes",25
28.8461532592773,2008,"yes","yes",33
18.7999992370605,2008,"no","no",28
22.6495723724365,2008,"yes","no",27
16.7832164764404,2008,"yes","no",27
16.1001796722412,2008,"yes","yes",34
18.8609466552734,2008,"yes","no",29
14.4230766296387,2008,"no","yes",30
13.942307472229,2008,"no","no",34
11.1888113021851,2008,"yes","yes",25
16.3461532592773,2008,"yes","no",26
20.6730766296387,2008,"yes","yes",25
27.4230766296387,2008,"yes","yes",29
19.855770111084,2008,"yes","no",30
12.9807691574097,2008,"no","yes",29
24.0384616851807,2008,"yes","no",26
17.8571434020996,2008,"yes","no",27
15.8119659423828,2008,"yes","no",25
8.39160823822021,2008,"no","no",25
11.1888113021851,2008,"yes","no",25
28.8461532592773,2008,"yes","no",27
32.4786338806152,2008,"yes","no",34
12.5,2008,"yes","no",25
9.61538505554199,2008,"yes","yes",25
72.1153869628906,2008,"yes","no",28
11.5384616851807,2008,"yes","yes",29
25,2008,"yes","yes",32
23.0769233703613,2008,"no","no",26
21.875,2008,"yes","yes",32
20.4326915740967,2008,"yes","no",28
16.8269233703613,2008,"yes","yes",25
18.0288467407227,2008,"no","no",34
12.0192308425903,2008,"no","yes",30
22.527473449707,2008,"yes","no",33
25,2008,"no","yes",30
9.61538505554199,2008,"no","no",27
3.36538457870483,2008,"yes","no",26
21.2418308258057,2008,"no","no",28
12.7792310714722,2008,"yes","no",29
43.269229888916,2008,"yes","no",34
17.7884616851807,2008,"yes","yes",30
18.9102573394775,2008,"yes","no",33
31.730770111084,2008,"yes","no",34
12.0192308425903,2008,"no","no",29
32.6923065185547,2008,"yes","no",32
14.4230766296387,2008,"no","yes",26
28.2119655609131,2008,"yes","no",28
15.9615383148193,2008,"yes","no",31
12.5,2008,"no","yes",27
26.4423084259033,2008,"yes","yes",29
31.730770111084,2008,"no","no",29
19.615385055542,2008,"no","no",34
11.9230766296387,2008,"yes","yes",30
12.9807691574097,2008,"yes","yes",28
25,2008,"yes","no",30
13.942307472229,2008,"yes","yes",25
36.0576934814453,2008,"no","no",31
21.1538467407227,2008,"no","no",29
22.115385055542,2008,"yes","no",30
8.5,2008,"no","yes",34
7.01923084259033,2008,"no","yes",33
15.384614944458,2008,"no","no",29
17.3076915740967,2008,"no","no",25
27.9720287322998,2008,"yes","yes",28
12.572114944458,2008,"no","no",33
21.634614944458,2008,"no","no",26
34.6153831481934,2008,"no","no",28
34.6153831481934,2008,"no","no",34
19.8717956542969,2008,"yes","no",32
12.0192308425903,2008,"yes","yes",30
16.8269233703613,2008,"no","no",25
16,2008,"no","no",34
9.89011001586914,2008,"no","no",26
17.3084621429443,2008,"yes","no",33
21.1548080444336,2008,"yes","yes",29
16.9270839691162,2008,"yes","yes",32
16.8269233703613,2008,"yes","yes",31
12.4740123748779,2008,"no","no",30
12.6979169845581,2008,"no","yes",29
17.0329666137695,2008,"yes","yes",34
12.9807691574097,2008,"no","yes",28
18.8034191131592,2008,"no","no",31
25,2008,"no","no",34
16.4835166931152,2008,"yes","yes",31
10.9890108108521,2008,"no","yes",29
7.692307472229,2008,"no","yes",26
15.384614944458,2008,"no","no",32
28.8466339111328,2008,"no","no",27
12.0192308425903,2008,"no","no",33
6.25,2008,"no","no",27
17.3076915740967,2008,"yes","yes",28
24.0384616851807,2008,"yes","no",34
13.4615383148193,2008,"yes","yes",30
15.865385055542,2008,"yes","yes",31
17.3076915740967,2008,"no","no",29
16.6420116424561,2008,"no","no",31
11.0442304611206,2008,"yes","yes",32
12.0192308425903,2008,"no","no",32
21.2019233703613,2008,"yes","yes",34
16.8269233703613,2008,"no","no",27
8.89423084259033,2008,"no","yes",34
24.0384616851807,2008,"yes","no",31
9.61538505554199,2008,"no","no",26
12.8205127716064,2008,"no","no",28
14.4230766296387,2008,"yes","yes",30
19.230770111084,2008,"yes","yes",33
6.61057710647583,2008,"yes","no",30
13.942307472229,2008,"no","no",29
22.3958339691162,2008,"no","no",28
17.7764949798584,2008,"yes","no",28
9.61538505554199,2008,"yes","yes",27
15,2008,"no","no",25
7.692307472229,2008,"no","no",30
17.7884616851807,2008,"yes","yes",28
11.71875,2008,"no","yes",25
8.65384578704834,2008,"no","no",33
9.61538505554199,2008,"no","yes",28
5.76923084259033,2008,"no","yes",30
7.5,2008,"no","yes",30
12.0192308425903,2008,"no","no",30
3.29670333862305,2008,"no","yes",32
16.3461532592773,2008,"no","no",26
16.8269233703613,2008,"yes","no",32
9.61538505554199,2008,"yes","yes",32
6.49038457870483,2008,"no","yes",30
22.8365383148193,2008,"yes","yes",30
12.9048585891724,2008,"no","no",27
8.65384578704834,2008,"yes","yes",29
38.3333320617676,2008,"yes","yes",28
15.384614944458,2008,"no","yes",28
25,2008,"yes","no",30
20,2008,"yes","no",32
7.79720258712769,2008,"yes","yes",25
9.41915225982666,2008,"yes","no",30
9.17832183837891,2008,"no","no",25
8.41346168518066,2008,"yes","no",29
29.5726490020752,2008,"yes","no",33
7.692307472229,2008,"yes","yes",27
16.5865383148193,2008,"yes","yes",27
28.8461532592773,2008,"no","no",29
15.384614944458,2008,"no","no",34
9.61538505554199,2008,"no","no",27
14.4230766296387,2008,"no","yes",29
24.519229888916,2008,"no","no",34
20.8333339691162,2008,"no","no",29
5.72916650772095,2008,"no","no",34
21.634614944458,2008,"no","no",31
26.4423084259033,2008,"no","no",34
6.25,2008,"no","yes",30
12.5,2008,"no","yes",31
18.269229888916,2008,"no","no",34
14.9572649002075,2008,"yes","yes",26
14.2307691574097,2008,"no","no",27
10.1214570999146,2008,"yes","yes",27
22.5961532592773,2008,"yes","no",33
20.1923084259033,2008,"yes","yes",29
25,2008,"yes","no",26
23.7980766296387,2008,"yes","no",31
29.1208782196045,2008,"yes","no",30
36.0576934814453,2008,"yes","no",34
24.2914981842041,2008,"yes","yes",32
19.230770111084,2008,"no","no",29
30.0480766296387,2008,"yes","yes",34
15.865385055542,2008,"no","yes",28
19.230770111084,2008,"no","no",29
15.0501670837402,2008,"yes","yes",34
16.8269233703613,2008,"no","no",34
19.230770111084,2008,"yes","yes",32
9,2008,"no","no",30
15,2008,"no","yes",26
17.7884616851807,2008,"yes","yes",27
12.5,2008,"yes","yes",27
18.7937068939209,2008,"yes","no",30
21.490385055542,2008,"no","no",30
11.5384616851807,2008,"no","yes",29
27.884614944458,2008,"yes","no",30
5.76923084259033,2008,"no","yes",26
17.8571434020996,2008,"yes","yes",27
21.634614944458,2008,"no","yes",30
21.634614944458,2008,"no","no",31
38.461540222168,2008,"yes","no",34
12.7551021575928,2008,"no","yes",32
12.6999998092651,2008,"no","no",31
31.25,2008,"no","yes",31
16.8855533599854,2008,"yes","yes",28
25,2008,"yes","no",26
11.5384616851807,2008,"no","no",32
11.5384616851807,2008,"yes","yes",30
17,2008,"yes","no",30
34.1880340576172,2008,"yes","no",31
20,2008,"yes","yes",29
22.5,2008,"yes","no",26
13.4615383148193,2008,"no","yes",26
24.0384616851807,2008,"yes","yes",27
12.8205127716064,2008,"no","yes",31
11.9658117294312,2008,"yes","yes",33
5.94405603408813,2008,"no","yes",33
9.61538505554199,2008,"no","yes",30
19.230770111084,2008,"yes","yes",30
18.269229888916,2008,"no","no",33
23.5042743682861,2008,"yes","yes",33
27.7777786254883,2008,"yes","no",32
31.25,2008,"yes","yes",26
14.4230766296387,2008,"no","yes",30
10,2008,"yes","no",27
16.3461532592773,2008,"yes","yes",27
23.6686382293701,2008,"yes","no",30
8.83575916290283,2008,"no","yes",26
24.0384616851807,2008,"yes","no",29
22.5961532592773,2008,"yes","yes",32
7.21153831481934,2008,"no","yes",28
16.8269233703613,2008,"no","no",34
11.5384616851807,2008,"no","no",29
24.0384616851807,2008,"yes","no",30
18.1875,2008,"yes","no",28
13.942307472229,2008,"no","no",28
35.418270111084,2008,"yes","no",29
24.0384616851807,2008,"yes","no",29
24.0384616851807,2008,"yes","no",28
13.4615383148193,2008,"no","no",25
20.1923084259033,2008,"no","no",33
11.2179489135742,2008,"no","yes",25
27.884614944458,2008,"yes","no",32
5.76923084259033,2008,"no","no",25
18.8034191131592,2008,"yes","yes",25
7.41758251190186,2008,"no","yes",30
12.0192308425903,2008,"no","yes",34
9.23153877258301,2008,"no","no",27
21.634614944458,2008,"no","yes",26
14.4230766296387,2008,"yes","no",27
21.3675212860107,2008,"yes","yes",26
12.7450981140137,2008,"no","no",33
40.5982894897461,2008,"no","no",31
19.230770111084,2008,"no","no",25
16.3461532592773,2008,"yes","yes",28
8.36538505554199,2008,"no","no",28
13.942307472229,2008,"no","yes",25
24.0384616851807,2008,"no","no",27
12.0192308425903,2008,"yes","yes",30
35.6730766296387,2008,"yes","no",33
9.61538505554199,2008,"no","no",29
19.230770111084,2008,"no","no",28
29.4871788024902,2008,"yes","no",31
16.0256404876709,2008,"no","yes",31
6.25,2008,"no","yes",25
16.3461532592773,2008,"yes","yes",27
10.8974361419678,2008,"yes","no",30
12.9807691574097,2008,"yes","yes",31
13.75,2008,"yes","yes",30
